,公司全称,A股代码,A股简称,A股时间,B股代码,B股简称,B股时间,城市
1258,上海飞科电器股份有限公司,603868,飞科电器,2016-04-18,,,,上海市
1259,北部湾旅游股份有限公司,603869,北部湾旅,2015-03-26,,,,广西壮族自治区北海市
1260,宁波太平鸟时尚服饰股份有限公司,603877,太平鸟,2017-01-09,,,,浙江省宁波市
1261,江苏武进不锈股份有限公司,603878,武进不锈,2016-12-19,,,,江苏省常州市
1262,永悦科技股份有限公司,603879,永悦科技,2017-06-14,,,,福建省泉州市
1263,江苏南方卫材医药股份有限公司,603880,南卫股份,2017-08-07,,,,江苏省常州市
1264,上海数据港股份有限公司,603881,数据港,2017-02-08,,,,上海市
1265,老百姓大药房连锁股份有限公司,603883,老百姓,2015-04-23,,,,湖南省长沙市
1266,上海吉祥航空股份有限公司,603885,吉祥航空,2015-05-27,,,,上海市
1267,上海元祖梦果子股份有限公司,603886,元祖股份,2016-12-28,,,,上海市
1268,上海城地建设股份有限公司,603887,城地股份,2016-10-10,,,,上海市
1269,新华网股份有限公司,603888,新华网,2016-10-28,,,,北京市
1270,浙江新澳纺织股份有限公司,603889,新澳股份,2014-12-31,,,,浙江省嘉兴市
1271,浙江寿仙谷医药股份有限公司,603896,寿仙谷,2017-05-10,,,,浙江省金华市
1272,广州好莱客创意家居股份有限公司,603898,好莱客,2015-02-17,,,,广东省广州市
1273,上海晨光文具股份有限公司,603899,晨光文具,2015-01-27,,,,上海市
1274,通灵珠宝股份有限公司,603900,通灵珠宝,2016-11-23,,,,江苏省南京市
1275,杭州永创智能设备股份有限公司,603901,永创智能,2015-05-29,,,,浙江省杭州市
1276,中持水务股份有限公司,603903,中持水务,2017-03-14,,,,北京市
1277,江苏龙蟠科技股份有限公司,603906,龙蟠科技,2017-04-10,,,,江苏省南京市
1278,牧高笛户外用品股份有限公司,603908,牧高笛,2017-03-07,,,,浙江省衢州市
1279,合诚工程咨询集团股份有限公司,603909,合诚股份,2016-06-28,,,,福建省厦门市
1280,上海金桥信息股份有限公司,603918,金桥信息,2015-05-28,,,,上海市
1281,金徽酒股份有限公司,603919,金徽酒,2016-03-10,,,,甘肃省陇南市
1282,广东世运电路科技股份有限公司,603920,世运电路,2017-04-26,,,,广东省江门市
1283,浙江铁流离合器股份有限公司,603926,铁流股份,2017-05-10,,,,浙江省杭州市
1284,苏州兴业材料科技股份有限公司,603928,兴业股份,2016-12-12,,,,江苏省苏州市
1285,亚翔系统集成科技（苏州）股份有限公司,603929,亚翔集成,2016-12-30,,,,江苏省苏州市
1286,福建睿能科技股份有限公司,603933,睿能科技,2017-07-06,,,,福建省福州市
1287,博敏电子股份有限公司,603936,博敏电子,2015-12-09,,,,广东省梅州市
1288,唐山三孚硅业股份有限公司,603938,三孚股份,2017-06-28,,,,河北省唐山市
1289,益丰大药房连锁股份有限公司,603939,益丰药房,2015-02-17,,,,湖南省常德市
1290,大千生态景观股份有限公司,603955,大千生态,2017-03-10,,,,江苏省南京市
1291,哈森商贸（中国）股份有限公司,603958,哈森股份,2016-06-29,,,,江苏省苏州市
1292,湖南百利工程科技股份有限公司,603959,百利科技,2016-05-17,,,,湖南省岳阳市
1293,上海克来机电自动化工程股份有限公司,603960,克来机电,2017-03-14,,,,上海市
1294,法兰泰克重工股份有限公司,603966,法兰泰克,2017-01-25,,,,江苏省苏州市
1295,南通醋酸化工股份有限公司,603968,醋化股份,2015-05-18,,,,江苏省南通市
1296,天津银龙预应力材料股份有限公司,603969,银龙股份,2015-02-27,,,,天津市
1297,江西国泰民爆集团股份有限公司,603977,国泰集团,2016-11-11,,,,江西省南昌市
1298,深圳市新星轻合金材料股份有限公司,603978,深圳新星,2017-08-07,,,,广东省深圳市
1299,金诚信矿业管理股份有限公司,603979,金诚信,2015-06-30,,,,北京市
1300,浙江吉华集团股份有限公司,603980,吉华集团,2017-06-15,,,,浙江省杭州市
1301,江阴市恒润重工股份有限公司,603985,恒润股份,2017-05-05,,,,江苏省无锡市
1302,北京兆易创新科技股份有限公司,603986,兆易创新,2016-08-18,,,,北京市
1303,上海康德莱企业发展集团股份有限公司,603987,康德莱,2016-11-21,,,,上海市
1304,中电电机股份有限公司,603988,中电电机,2014-11-04,,,,江苏省无锡市
1305,湖南艾华集团股份有限公司,603989,艾华集团,2015-05-15,,,,湖南省益阳市
1306,苏州麦迪斯顿医疗科技股份有限公司,603990,麦迪科技,2016-12-08,,,,江苏省苏州市
1307,上海至正道化高分子材料股份有限公司,603991,至正股份,2017-03-08,,,,上海市
1308,洛阳栾川钼业集团股份有限公司,603993,洛阳钼业,2012-10-09,,,,河南省洛阳市
1309,中新科技集团股份有限公司,603996,中新科技,2015-12-22,,,,浙江省台州市
1310,宁波继峰汽车零部件股份有限公司,603997,继峰股份,2015-03-02,,,,浙江省宁波市
1311,湖南方盛制药股份有限公司,603998,方盛制药,2014-12-05,,,,湖南省长沙市
1312,读者出版传媒股份有限公司,603999,读者传媒,2015-12-10,,,,甘肃省兰州市
1313,上海锦江国际旅游股份有限公司,,,,900929,锦旅B股,1994-09-28,上海市
1314,上海汇丽建材股份有限公司,,,,900939,汇丽B,1996-06-28,上海市
1315,内蒙古伊泰煤炭股份有限公司,,,,900948,伊泰B股,1997-08-08,内蒙古自治区鄂尔多斯市
1316,大化集团大连化工股份有限公司,,,,900951,大化B股,1997-10-21,辽宁省大连市
1317,恒天凯马股份有限公司,,,,900953,凯马B,1998-06-24,上海市
1318,黄石东贝电器股份有限公司,,,,900956,东贝B股,1999-07-15,湖北省黄石市
1319,上海凌云实业发展股份有限公司,,,,900957,凌云B股,2000-07-28,上海市
