,公司全称,A股代码,A股简称,A股时间,B股代码,B股简称,B股时间,城市
625,天津天海投资发展股份有限公司,600751,天海投资,1996-09-09,900938,天海B股,1996-04-30,天津市
626,河南东方银星投资股份有限公司,600753,东方银星,1996-09-27,,,,河南省商丘市
627,上海锦江国际酒店发展股份有限公司,600754,锦江股份,1996-10-11,900934,锦江B股,1994-12-15,上海市
628,厦门国贸集团股份有限公司,600755,厦门国贸,1996-10-03,,,,福建省厦门市
629,浪潮软件股份有限公司,600756,浪潮软件,1996-09-23,,,,山东省泰安市
630,长江出版传媒股份有限公司,600757,长江传媒,1996-10-03,,,,湖北省武汉市
631,辽宁红阳能源投资股份有限公司,600758,红阳能源,1996-10-29,,,,辽宁省沈阳市
632,洲际油气股份有限公司,600759,洲际油气,1996-10-08,,,,海南省海口市
633,中航黑豹股份有限公司,600760,*ST黑豹,1996-10-11,,,,山东省威海市
634,安徽合力股份有限公司,600761,安徽合力,1996-10-09,,,,安徽省合肥市
635,通策医疗投资股份有限公司,600763,通策医疗,1996-10-30,,,,浙江省杭州市
636,中电广通股份有限公司,600764,中电广通,1996-11-04,,,,北京市
637,中航重机股份有限公司,600765,中航重机,1996-11-06,,,,贵州省贵阳市
638,烟台园城黄金股份有限公司,600766,园城黄金,1996-10-28,,,,山东省烟台市
639,运盛（上海）医疗科技股份有限公司,600767,运盛医疗,1996-11-15,,,,上海市
640,宁波富邦精业集团股份有限公司,600768,宁波富邦,1996-11-11,,,,浙江省宁波市
641,武汉祥龙电业股份有限公司,600769,祥龙电业,1996-11-01,,,,湖北省武汉市
642,江苏综艺股份有限公司,600770,综艺股份,1996-11-20,,,,江苏省南通市
643,广誉远中药股份有限公司,600771,广誉远,1996-11-05,,,,青海省西宁市
644,西藏城市发展投资股份有限公司,600773,西藏城投,1996-11-08,,,,西藏自治区拉萨市
645,武汉市汉商集团股份有限公司,600774,汉商集团,1996-11-08,,,,湖北省武汉市
646,南京熊猫电子股份有限公司,600775,南京熊猫,1996-11-18,,,,江苏省南京市
647,东方通信股份有限公司,600776,东方通信,1996-11-26,900941,东信B股,1996-08-09,浙江省杭州市
648,山东新潮能源股份有限公司,600777,新潮能源,1996-11-21,,,,山东省烟台市
649,新疆友好（集团）股份有限公司,600778,友好集团,1996-12-03,,,,新疆维吾尔自治区乌鲁木齐市
650,四川水井坊股份有限公司,600779,水井坊,1996-12-06,,,,四川省成都市
651,山西通宝能源股份有限公司,600780,通宝能源,1996-12-05,,,,山西省太原市
652,辅仁药业集团实业股份有限公司,600781,辅仁药业,1996-12-18,,,,河南省周口市
653,新余钢铁股份有限公司,600782,新钢股份,1996-12-25,,,,江西省新余市
654,鲁信创业投资集团股份有限公司,600783,鲁信创投,1996-12-25,,,,山东省淄博市
655,鲁银投资集团股份有限公司,600784,鲁银投资,1996-12-25,,,,山东省烟台市
656,银川新华百货商业集团股份有限公司,600785,新华百货,1997-01-08,,,,宁夏回族自治区银川市
657,中储发展股份有限公司,600787,中储股份,1997-01-21,,,,天津市
658,山东鲁抗医药股份有限公司,600789,鲁抗医药,1997-02-26,,,,山东省济宁市
659,浙江中国轻纺城集团股份有限公司,600790,轻纺城,1997-02-28,,,,浙江省绍兴市
660,京能置业股份有限公司,600791,京能置业,1997-01-30,,,,北京市
661,云南煤业能源股份有限公司,600792,云煤能源,1997-01-23,,,,云南省昆明市
662,宜宾纸业股份有限公司,600793,宜宾纸业,1997-02-20,,,,四川省宜宾市
663,张家港保税科技股份有限公司,600794,保税科技,1997-03-06,,,,江苏省苏州市
664,国电电力发展股份有限公司,600795,国电电力,1997-03-18,,,,辽宁省大连市
665,浙江钱江生物化学股份有限公司,600796,钱江生化,1997-04-08,,,,浙江省嘉兴市
666,浙大网新科技股份有限公司,600797,浙大网新,1997-04-18,,,,浙江省杭州市
667,宁波海运股份有限公司,600798,宁波海运,1997-04-23,,,,浙江省宁波市
668,天津环球磁卡股份有限公司,600800,天津磁卡,1993-12-06,,,,天津市
669,华新水泥股份有限公司,600801,华新水泥,1994-01-03,900933,华新B股,1994-12-09,湖北省黄石市
670,福建水泥股份有限公司,600802,福建水泥,1994-01-03,,,,福建省福州市
671,新奥生态控股股份有限公司,600803,新奥股份,1994-01-03,,,,河北省石家庄市
672,鹏博士电信传媒集团股份有限公司,600804,鹏博士,1994-01-03,,,,四川省成都市
673,江苏悦达投资股份有限公司,600805,悦达投资,1994-01-03,,,,江苏省盐城市
674,沈机集团昆明机床股份有限公司,600806,*ST昆机,1994-01-03,,,,云南省昆明市
675,山东天业恒基股份有限公司,600807,天业股份,1994-01-03,,,,山东省济南市
676,马鞍山钢铁股份有限公司,600808,马钢股份,1994-01-06,,,,安徽省马鞍山市
677,山西杏花村汾酒厂股份有限公司,600809,山西汾酒,1994-01-06,,,,山西省吕梁市
678,神马实业股份有限公司,600810,神马股份,1994-01-06,,,,河南省平顶山市
679,东方集团股份有限公司,600811,盛屯矿业,1994-01-06,,,,黑龙江省哈尔滨市
680,华北制药股份有限公司,600812,华北制药,1994-01-14,,,,河北省石家庄市
681,杭州解百集团股份有限公司,600814,杭州解百,1994-01-14,,,,浙江省杭州市
682,厦门厦工机械股份有限公司,600815,厦工股份,1994-01-28,,,,福建省厦门市
683,安信信托股份有限公司,600816,安信信托,1994-01-28,,,,上海市
684,西安宏盛科技发展股份有限公司,600817,宏盛科技,1994-01-28,,,,陕西省西安市
685,中路股份有限公司,600818,中路股份,1994-01-28,900915,中路B股,1993-11-15,上海市
686,上海耀皮玻璃集团股份有限公司,600819,耀皮玻璃,1994-01-28,,,,上海市
687,上海隧道工程股份有限公司,600820,隧道股份,1994-01-28,,,,上海市
688,天津劝业场（集团）股份有限公司,600821,津劝业,1994-01-28,,,,天津市
689,上海物资贸易股份有限公司,600822,上海物贸,1994-02-04,900927,物贸B股,1994-03-30,上海市
690,上海世茂股份有限公司,600823,世茂股份,1994-02-04,,,,上海市
691,上海益民商业集团股份有限公司,600824,益民集团,1994-02-04,,,,上海市
692,上海新华传媒股份有限公司,600825,新华传媒,1994-02-04,,,,上海市
693,上海兰生股份有限公司,600826,兰生股份,1994-02-04,,,,上海市
694,上海百联集团股份有限公司,600827,百联股份,1994-02-04,900923,百联B股,1994-01-05,上海市
695,茂业商业股份有限公司,600828,茂业商业,1994-02-24,,,,四川省成都市
696,哈药集团人民同泰医药股份有限公司,600829,人民同泰,1994-02-24,,,,黑龙江省哈尔滨市
697,香溢融通控股集团股份有限公司,600830,香溢融通,1994-02-24,,,,浙江省宁波市
698,陕西广电网络传媒（集团）股份有限公司,600831,广电网络,1994-02-24,,,,陕西省西安市
699,上海第一医药股份有限公司,600833,第一医药,1994-02-24,,,,上海市
700,上海申通地铁股份有限公司,600834,申通地铁,1994-02-24,,,,上海市
701,上海机电股份有限公司,600835,上海机电,1994-02-24,900925,机电B股,1997-01-31,上海市
702,上海界龙实业集团股份有限公司,600836,界龙实业,1994-02-24,,,,上海市
703,海通证券股份有限公司,600837,海通证券,1994-02-24,,,,上海市
704,上海九百股份有限公司,600838,上海九百,1994-02-24,,,,上海市
705,四川长虹电器股份有限公司,600839,四川长虹,1994-03-11,,,,四川省绵阳市
706,上海柴油机股份有限公司,600841,上柴股份,1994-03-11,900920,上柴B股,1993-12-28,上海市
707,上工申贝（集团）股份有限公司,600843,上工申贝,1994-03-11,900924,上工B股,1994-03-11,上海市
708,丹化化工科技股份有限公司,600844,丹化科技,1994-03-11,900921,丹化B股,1993-12-28,上海市
709,上海宝信软件股份有限公司,600845,宝信软件,1994-03-11,900926,宝信B,1994-03-15,上海市
710,上海同济科技实业股份有限公司,600846,同济科技,1994-03-11,,,,上海市
711,重庆万里新能源股份有限公司,600847,万里股份,1994-03-24,,,,重庆市
712,上海临港控股股份有限公司,600848,上海临港,1994-03-24,900928,临港B股,1994-04-29,上海市
713,上海华东电脑股份有限公司,600850,华东电脑,1994-03-24,,,,上海市
714,上海海欣集团股份有限公司,600851,海欣股份,1994-04-04,900917,海欣B股,1993-12-08,上海市
715,龙建路桥股份有限公司,600853,龙建股份,1994-04-04,,,,黑龙江省哈尔滨市
716,江苏春兰制冷设备股份有限公司,600854,春兰股份,1994-04-25,,,,江苏省泰州市
717,北京航天长峰股份有限公司,600855,航天长峰,1994-04-25,,,,北京市
718,长春中天能源股份有限公司,600856,中天能源,1994-04-25,,,,吉林省长春市
719,宁波中百股份有限公司,600857,宁波中百,1994-04-25,,,,浙江省宁波市
720,银座集团股份有限公司,600858,银座股份,1994-05-06,,,,山东省济南市
721,王府井集团股份有限公司,600859,王府井,1994-05-06,,,,北京市
722,北京京城机电股份有限公司,600860,京城股份,1994-05-06,,,,北京市
723,北京城乡商业（集团）股份有限公司,600861,北京城乡,1994-05-20,,,,北京市
724,中航航空高科技股份有限公司,600862,中航高科,1994-05-20,,,,江苏省南通市
725,内蒙古蒙电华能热电股份有限公司,600863,内蒙华电,1994-05-20,,,,内蒙古自治区呼和浩特市
726,哈尔滨哈投投资股份有限公司,600864,哈投股份,1994-08-09,,,,黑龙江省哈尔滨市
727,百大集团股份有限公司,600865,百大集团,1994-08-09,,,,浙江省杭州市
728,广东肇庆星湖生物科技股份有限公司,600866,*ST星湖,1994-08-18,,,,广东省肇庆市
729,通化东宝药业股份有限公司,600867,通化东宝,1994-08-24,,,,吉林省通化市
730,广东梅雁吉祥水电股份有限公司,600868,梅雁吉祥,1994-09-12,,,,广东省梅州市
731,远东智慧能源股份有限公司,600869,智慧能源,1995-02-06,,,,青海省西宁市
732,厦门华侨电子股份有限公司,600870,厦华电子,1995-02-28,,,,福建省厦门市
733,中石化石油工程技术服务股份有限公司,600871,石化油服,1995-04-11,,,,北京市
734,中炬高新技术实业（集团）股份有限公司,600872,中炬高新,1995-01-24,,,,广东省中山市
735,梅花生物科技集团股份有限公司,600873,梅花生物,1995-02-17,,,,西藏自治区拉萨市
736,天津创业环保集团股份有限公司,600874,创业环保,1995-06-30,,,,天津市
737,东方电气股份有限公司,600875,东方电气,1995-10-10,,,,四川省成都市
738,洛阳玻璃股份有限公司,600876,洛阳玻璃,1995-10-31,,,,河南省洛阳市
739,中国嘉陵工业股份有限公司（集团）,600877,中国嘉陵,1995-10-13,,,,重庆市
740,航天时代电子技术股份有限公司,600879,航天电子,1995-11-15,,,,湖北省武汉市
741,成都博瑞传播股份有限公司,600880,博瑞传播,1995-11-15,,,,四川省成都市
742,吉林亚泰（集团）股份有限公司,600881,亚泰集团,1995-11-15,,,,吉林省长春市
743,上海广泽食品科技股份有限公司,600882,广泽股份,1995-12-06,,,,上海市
744,云南博闻科技实业股份有限公司,600883,博闻科技,1995-12-08,,,,云南省保山市
745,宁波杉杉股份有限公司,600884,杉杉股份,1996-01-30,,,,浙江省宁波市
746,宏发科技股份有限公司,600885,宏发股份,1996-02-05,,,,湖北省武汉市
747,国投电力控股股份有限公司,600886,国投电力,1996-01-18,,,,北京市
748,内蒙古伊利实业集团股份有限公司,600887,伊利股份,1996-03-12,,,,内蒙古自治区呼和浩特市
749,新疆众和股份有限公司,600888,新疆众和,1996-02-15,,,,新疆维吾尔自治区乌鲁木齐市
750,南京化纤股份有限公司,600889,南京化纤,1996-03-08,,,,江苏省南京市
751,中房置业股份有限公司,600890,中房股份,1996-03-18,,,,北京市
752,哈尔滨秋林集团股份有限公司,600891,秋林集团,1996-03-25,,,,黑龙江省哈尔滨市
753,大晟时代文化投资股份有限公司,600892,大晟文化,1996-03-15,,,,广东省深圳市
754,中航动力股份有限公司,600893,中航动力,1996-04-08,,,,陕西省西安市
755,广州广日股份有限公司,600894,广日股份,1996-03-28,,,,广东省广州市
756,上海张江高科技园区开发股份有限公司,600895,张江高科,1996-04-22,,,,上海市
757,览海医疗产业投资股份有限公司,600896,览海投资,1996-05-03,,,,海南省海口市
758,元翔（厦门）国际航空港股份有限公司,600897,厦门空港,1996-05-31,,,,福建省厦门市
759,三联商社股份有限公司,600898,三联商社,1996-04-18,,,,山东省济南市
760,中国长江电力股份有限公司,600900,长江电力,2003-11-18,,,,北京市
761,无锡农村商业银行股份有限公司,600908,无锡银行,2016-09-23,,,,江苏省无锡市
762,华安证券股份有限公司,600909,华安证券,2016-12-06,,,,安徽省合肥市
763,重庆燃气集团股份有限公司,600917,重庆燃气,2014-09-30,,,,重庆市
764,江苏银行股份有限公司,600919,江苏银行,2016-08-02,,,,江苏省南京市
765,杭州银行股份有限公司,600926,杭州银行,2016-10-27,,,,浙江省杭州市
766,广西广播电视信息网络股份有限公司,600936,广西广电,2016-08-15,,,,广西壮族自治区南宁市
767,重庆建工集团股份有限公司,600939,重庆建工,2017-02-21,,,,重庆市
768,东方证券股份有限公司,600958,东方证券,2015-03-23,,,,上海市
769,江苏省广电有线信息网络股份有限公司,600959,江苏有线,2015-04-28,,,,江苏省南京市
770,山东滨州渤海活塞股份有限公司,600960,渤海活塞,2004-04-07,,,,山东省滨州市
771,株洲冶炼集团股份有限公司,600961,株冶集团,2004-08-30,,,,湖南省株洲市
772,国投中鲁果汁股份有限公司,600962,国投中鲁,2004-06-22,,,,北京市
773,岳阳林纸股份有限公司,600963,岳阳林纸,2004-05-25,,,,湖南省岳阳市
774,河北福成五丰食品股份有限公司,600965,福成股份,2004-07-13,,,,河北省廊坊市
775,山东博汇纸业股份有限公司,600966,博汇纸业,2004-06-08,,,,山东省淄博市
776,包头北方创业股份有限公司,600967,北方创业,2004-05-18,,,,内蒙古自治区包头市
777,湖南郴电国际发展股份有限公司,600969,郴电国际,2004-04-08,,,,湖南省郴州市
778,中国中材国际工程股份有限公司,600970,中材国际,2005-04-12,,,,江苏省南京市
779,安徽恒源煤电股份有限公司,600971,恒源煤电,2004-08-17,,,,安徽省淮北市
780,宝胜科技创新股份有限公司,600973,宝胜股份,2004-08-02,,,,江苏省盐城市
781,湖南新五丰股份有限公司,600975,新五丰,2004-06-09,,,,湖南省长沙市
782,健民药业集团股份有限公司,600976,健民集团,2004-04-19,,,,湖北省武汉市
783,中国电影股份有限公司,600977,中国电影,2016-08-09,,,,北京市
784,宜华生活科技股份有限公司,600978,宜华生活,2004-08-24,,,,广东省汕头市
785,四川广安爱众股份有限公司,600979,广安爱众,2004-09-06,,,,四川省广安市
786,北矿科技股份有限公司,600980,北矿科技,2004-05-12,,,,北京市
787,江苏汇鸿国际集团股份有限公司,600981,汇鸿集团,2004-06-30,,,,江苏省南京市
788,宁波热电股份有限公司,600982,宁波热电,2004-07-06,,,,浙江省宁波市
789,惠而浦（中国）股份有限公司,600983,惠而浦,2004-07-27,,,,安徽省合肥市
790,陕西建设机械股份有限公司,600984,建设机械,2004-07-07,,,,陕西省西安市
791,安徽雷鸣科化股份有限公司,600985,雷鸣科化,2004-04-28,,,,安徽省淮北市
792,科达集团股份有限公司,600986,科达股份,2004-04-26,,,,山东省东营市
793,浙江航民股份有限公司,600987,航民股份,2004-08-09,,,,浙江省杭州市
794,赤峰吉隆黄金矿业股份有限公司,600988,赤峰黄金,2004-04-14,,,,内蒙古自治区赤峰市
795,安徽四创电子股份有限公司,600990,四创电子,2004-05-10,,,,安徽省合肥市
796,贵州钢绳股份有限公司,600992,贵绳股份,2004-05-14,,,,贵州省遵义市
797,马应龙药业集团股份有限公司,600993,马应龙,2004-05-17,,,,湖北省武汉市
798,云南文山电力股份有限公司,600995,文山电力,2004-06-15,,,,云南省文山市
799,贵州省广播电视信息网络股份有限公司,600996,贵广网络,2016-12-26,,,,贵州省贵阳市
800,开滦能源化工股份有限公司,600997,开滦股份,2004-06-02,,,,河北省唐山市
801,九州通医药集团股份有限公司,600998,九州通,2010-11-02,,,,湖北省武汉市
802,招商证券股份有限公司,600999,招商证券,2009-11-17,,,,广东省深圳市
803,唐山港集团股份有限公司,601000,唐山港,2010-07-05,,,,河北省唐山市
804,大同煤业股份有限公司,601001,大同煤业,2006-06-23,,,,山西省大同市
805,晋亿实业股份有限公司,601002,晋亿实业,2007-01-26,,,,浙江省嘉兴市
806,柳州钢铁股份有限公司,601003,柳钢股份,2007-02-27,,,,广西壮族自治区柳州市
807,重庆钢铁股份有限公司,601005,重庆钢铁,2007-02-28,,,,重庆市
808,大秦铁路股份有限公司,601006,大秦铁路,2006-08-01,,,,山西省大同市
809,金陵饭店股份有限公司,601007,金陵饭店,2007-04-06,,,,江苏省南京市
810,江苏连云港港口股份有限公司,601008,连云港,2007-04-26,,,,江苏省连云港市
811,南京银行股份有限公司,601009,南京银行,2007-07-19,,,,江苏省南京市
812,文峰大世界连锁发展股份有限公司,601110,文峰股份,2011-06-03,,,,江苏省南通市
813,宝泰隆新材料股份有限公司,601011,宝泰隆,2011-06-03,,,,黑龙江省七台河市
814,西安隆基硅材料股份有限公司,601012,隆基股份,2012-04-11,,,,陕西省西安市
815,陕西黑猫焦化股份有限公司,601015,陕西黑猫,2014-11-05,,,,陕西省渭南市
816,中节能风力发电股份有限公司,601016,节能风电,2014-09-29,,,,北京市
817,宁波舟山港股份有限公司,601018,宁波港,2010-09-28,,,,浙江省宁波市
818,西藏华钰矿业股份有限公司,601020,华钰矿业,2016-03-16,,,,西藏自治区拉萨市
819,春秋航空股份有限公司,601021,春秋航空,2015-01-21,,,,上海市
820,江苏玉龙钢管股份有限公司,601028,玉龙股份,2011-11-07,,,,江苏省无锡市
821,第一拖拉机股份有限公司,601038,一拖股份,2012-08-08,,,,河南省洛阳市
822,赛轮金宇集团股份有限公司,601058,赛轮金宇,2011-06-30,,,,山东省青岛市
823,西部黄金股份有限公司,601069,西部黄金,2015-01-22,,,,新疆维吾尔自治区乌鲁木齐市
824,中国神华能源股份有限公司,601088,中国神华,2007-10-09,,,,北京市
825,中南出版传媒集团股份有限公司,601098,中南传媒,2010-10-28,,,,湖南省长沙市
826,太平洋证券股份有限公司,601099,太平洋,2007-12-28,,,,云南省昆明市
827,江苏恒立液压股份有限公司,601100,恒立液压,2011-10-28,,,,江苏省常州市
828,北京昊华能源股份有限公司,601101,昊华能源,2010-03-31,,,,北京市
829,中国第一重型机械股份公司,601106,中国一重,2010-02-09,,,,黑龙江省齐齐哈尔市
830,四川成渝高速公路股份有限公司,601107,四川成渝,2009-07-27,,,,四川省成都市
831,中国国际航空股份有限公司,601111,中国国航,2006-08-18,,,,北京市
832,义乌华鼎锦纶股份有限公司,601113,华鼎股份,2011-05-09,,,,浙江省金华市
833,三江购物俱乐部股份有限公司,601116,三江购物,2011-03-02,,,,浙江省宁波市
834,中国化学工程股份有限公司,601117,中国化学,2010-01-07,,,,北京市
835,海南天然橡胶产业集团股份有限公司,601118,海南橡胶,2011-01-07,,,,海南省海口市
836,北京四方继保自动化股份有限公司,601126,四方股份,2010-12-31,,,,北京市
837,重庆小康工业集团股份有限公司,601127,小康股份,2016-06-15,,,,重庆市
838,江苏常熟农村商业银行股份有限公司,601128,常熟银行,2016-09-30,,,,江苏省苏州市
839,宁波博威合金材料股份有限公司,601137,博威合金,2011-01-27,,,,浙江省宁波市
840,深圳市燃气集团股份有限公司,601139,深圳燃气,2009-12-25,,,,广东省深圳市
841,新城控股集团股份有限公司,601155,新城控股,2015-12-04,,,,江苏省常州市
842,重庆水务集团股份有限公司,601158,重庆水务,2010-03-29,,,,重庆市
843,三角轮胎股份有限公司,601163,三角轮胎,2016-09-09,,,,山东省威海市
844,兴业银行股份有限公司,601166,兴业银行,2007-02-05,,,,福建省福州市
845,西部矿业股份有限公司,601168,西部矿业,2007-07-12,,,,青海省西宁市
846,北京银行股份有限公司,601169,北京银行,2007-09-19,,,,北京市
847,杭州前进齿轮箱集团股份有限公司,601177,杭齿前进,2010-10-11,,,,浙江省杭州市
848,中国西电电气股份有限公司,601179,中国西电,2010-01-28,,,,陕西省西安市
849,中国铁建股份有限公司,601186,中国铁建,2008-03-10,,,,北京市
850,黑龙江交通发展股份有限公司,601188,龙江交通,2010-03-19,,,,黑龙江省哈尔滨市
851,东兴证券股份有限公司,601198,东兴证券,2015-02-26,,,,北京市
852,江苏江南水务股份有限公司,601199,江南水务,2011-03-17,,,,江苏省无锡市
853,上海环境集团股份有限公司,601200,上海环境,2017-03-31,,,,上海市
854,海尔施生物医药股份有限公司,601206,海尔施,未上市,,,,浙江省宁波市
855,四川东材科技集团股份有限公司,601208,东材科技,2011-05-20,,,,四川省绵阳市
856,国泰君安证券股份有限公司,601211,国泰君安,2015-06-26,,,,上海市
857,白银有色集团股份有限公司,601212,白银有色,2017-02-15,,,,甘肃省白银市
858,内蒙古君正能源化工集团股份有限公司,601216,君正集团,2011-02-22,,,,内蒙古自治区乌海市
859,江苏吉鑫风能科技股份有限公司,601218,吉鑫科技,2011-05-06,,,,江苏省无锡市
860,江苏林洋能源股份有限公司,601222,林洋能源,2011-08-08,,,,江苏省南通市
861,陕西煤业股份有限公司,601225,陕西煤业,2014-01-28,,,,陕西省西安市
862,华电重工股份有限公司,601226,华电重工,2014-12-11,,,,北京市
863,广州港股份有限公司,601228,广州港,2017-03-29,,,,广东省广州市
864,上海银行股份有限公司,601229,上海银行,2016-11-16,,,,上海市
865,环旭电子股份有限公司,601231,环旭电子,2012-02-20,,,,上海市
866,桐昆集团股份有限公司,601233,桐昆股份,2011-05-18,,,,浙江省嘉兴市
867,广州汽车集团股份有限公司,601238,广汽集团,2012-03-29,,,,广东省广州市
868,庞大汽贸集团股份有限公司,601258,庞大集团,2011-04-28,,,,河北省唐山市
869,中国农业银行股份有限公司,601288,农业银行,2010-07-15,,,,北京市
870,骆驼集团股份有限公司,601311,骆驼股份,2011-06-02,,,,湖北省襄阳市
871,江南嘉捷电梯股份有限公司,601313,江南嘉捷,2012-01-16,,,,江苏省苏州市
872,中国平安保险（集团）股份有限公司,601318,中国平安,2007-03-01,,,,广东省深圳市
873,秦皇岛港股份有限公司,601326,秦港股份,2017-08-16,,,,河北省秦皇岛市
874,交通银行股份有限公司,601328,交通银行,2007-05-15,,,,上海市
875,广深铁路股份有限公司,601333,广深铁路,2006-12-22,,,,广东省深圳市
876,新华人寿保险股份有限公司,601336,新华保险,2011-12-16,,,,北京市
877,百隆东方股份有限公司,601339,百隆东方,2012-06-12,,,,浙江省宁波市
878,广西绿城水务股份有限公司,601368,绿城水务,2015-06-12,,,,广西壮族自治区南宁市
879,西安陕鼓动力股份有限公司,601369,陕鼓动力,2010-04-28,,,,陕西省西安市
880,中原证券股份有限公司,601375,中原证券,2017-01-03,,,,河南省郑州市
881,兴业证券股份有限公司,601377,兴业证券,2010-10-13,,,,福建省福州市
882,怡球金属资源再生（中国）股份有限公司,601388,怡球资源,2012-04-23,,,,江苏省苏州市
883,中国中铁股份有限公司,601390,中国中铁,2007-12-03,,,,北京市
884,中国工商银行股份有限公司,601398,工商银行,2006-10-27,,,,北京市
885,江苏通用科技股份有限公司,601500,通用股份,2016-09-19,,,,江苏省无锡市
886,汕头东风印刷股份有限公司,601515,东风股份,2012-02-16,,,,广东省汕头市
887,吉林高速公路股份有限公司,601518,吉林高速,2010-03-19,,,,吉林省长春市
888,上海大智慧股份有限公司,601519,大智慧,2010-03-19,,,,吉林省长春市
889,东吴证券股份有限公司,601555,东吴证券,2011-12-12,,,,江苏省苏州市
890,华锐风电科技（集团）股份有限公司,601558,华锐风电,2011-01-13,,,,北京市
891,九牧王股份有限公司,601566,九牧王,2011-05-30,,,,福建省泉州市
892,宁波三星医疗电气股份有限公司,601567,三星医疗,2011-06-15,,,,浙江省宁波市
893,会稽山绍兴酒股份有限公司,601579,会稽山,2010-10-13,,,,福建省福州市
894,北京北辰实业股份有限公司,601588,北辰实业,2006-10-16,,,,北京市
895,上海电影股份有限公司,601595,上海电影,2016-08-17,,,,上海市
896,江苏鹿港文化股份有限公司,601599,鹿港文化,2011-05-27,,,,江苏省苏州市
897,中国铝业股份有限公司,601600,中国铝业,2007-04-30,,,,北京市
898,中国太平洋保险（集团）股份有限公司,601601,中国太保,2007-12-25,,,,上海市
899,上海医药集团股份有限公司,601607                            （原代码600849）,上海医药,1994-03-24,,,,上海市
900,中信重工机械股份有限公司,601608,中信重工,2012-07-06,,,,河南省洛阳市
901,中国核工业建设股份有限公司,601611,中国核建,2016-06-06,,,,北京市
902,上海广电电气（集团）股份有限公司,601616,广电电气,2011-02-01,,,,上海市
903,中国冶金科工股份有限公司,601618,中国中冶,2009-09-21,,,,北京市
904,宁夏嘉泽新能源股份有限公司,603619,嘉泽新能,2017-07-20,,,,宁夏回族自治区银川市
905,中国人寿保险股份有限公司,601628,中国人寿,2007-01-09,,,,北京市
906,长城汽车股份有限公司,601633,长城汽车,2011-09-28,,,,河北省保定市
907,株洲旗滨集团股份有限公司,601636,旗滨集团,2011-08-12,,,,湖南省株洲市
908,平顶山天安煤业股份有限公司,601666,平煤股份,2006-11-23,,,,河南省平顶山市
909,中国建筑股份有限公司,601668,中国建筑,2009-07-29,,,,北京市
910,中国电力建设股份有限公司,601669,中国电建,2011-10-18,,,,北京市
911,河南明泰铝业股份有限公司,601677,明泰铝业,2011-09-19,,,,河南省郑州市
912,滨化集团股份有限公司,601678,滨化股份,2010-02-23,,,,山东省滨州市
913,华泰证券股份有限公司,601688,华泰证券,2010-02-26,,,,江苏省南京市
914,宁波拓普集团股份有限公司,601689,拓普集团,2015-03-19,,,,浙江省宁波市
915,山西潞安环保能源开发股份有限公司,601699,潞安环能,2006-09-22,,,,山西省长治市
916,常熟风范电力设备股份有限公司,601700,风范股份,2011-01-18,,,,江苏省苏州市
917,郑州煤矿机械集团股份有限公司,601717,郑煤机,2010-08-03,,,,河南省郑州市
918,际华集团股份有限公司,601718,际华集团,2010-08-16,,,,北京市
919,上海电气集团股份有限公司,601727,上海电气,2008-12-05,,,,上海市
920,中国中车股份有限公司,601766,中国中车,2008-08-18,,,,北京市
921,力帆实业（集团）股份有限公司,601777,力帆股份,2010-11-25,,,,重庆市
922,光大证券股份有限公司,601788,光大证券,2009-08-18,,,,上海市
923,宁波建工股份有限公司,601789,宁波建工,2011-08-16,,,,浙江省宁波市
924,甘肃蓝科石化高新装备股份有限公司,601798,蓝科高新,2011-06-22,,,,甘肃省兰州市
925,常州星宇车灯股份有限公司,601799,星宇股份,2011-02-01,,,,江苏省常州市
926,中国交通建设股份有限公司,601800,中国交建,2012-03-09,,,,北京市
927,安徽新华传媒股份有限公司,601801,皖新传媒,2010-01-18,,,,安徽省合肥市
928,中海油田服务股份有限公司,601808,中海油服,2007-09-28,,,,天津市
929,新华文轩出版传媒股份有限公司,601811,新华文轩,2016-08-08,,,,四川省成都市
930,中国光大银行股份有限公司,601818,光大银行,2010-08-18,,,,北京市
931,中国石油天然气股份有限公司,601857,中国石油,2007-11-05,,,,北京市
932,中国科技出版传媒股份有限公司,601858,中国科传,2017-01-18,,,,北京市
933,中远海运发展股份有限公司,601866,中远海发,2007-12-12,,,,上海市
934,招商局能源运输股份有限公司,601872,招商轮船,2006-12-01,,,,上海市
935,浙江正泰电器股份有限公司,601877,正泰电器,2010-01-21,,,,浙江省温州市
936,浙商证券股份有限公司,601878,浙商证券,2017-06-26,,,,浙江省杭州市
937,大连港股份有限公司,601880,大连港,2010-12-06,,,,辽宁省大连市
938,中国银河证券股份有限公司,601881,中国银河,2017-01-23,,,,北京市
939,宁波海天精工股份有限公司,601882,海天精工,2016-11-07,,,,浙江省宁波市
940,江河创建集团股份有限公司,601886,江河集团,2011-08-18,,,,北京市
941,中国国旅股份有限公司,601888,中国国旅,2009-10-15,,,,北京市
942,江苏亚星锚链股份有限公司,601890,亚星锚链,2010-12-28,,,,江苏省泰州市
943,中国中煤能源股份有限公司,601898,中煤能源,2008-02-01,,,,北京市
944,紫金矿业集团股份有限公司,601899,紫金矿业,2008-04-25,,,,福建省龙岩市
945,南方出版传媒股份有限公司,601900,南方传媒,2016-02-15,,,,广东省广州市
946,方正证券股份有限公司,601901,方正证券,2011-08-10,,,,湖南省长沙市
