,公司代码,公司简称,公司全称,A股代码,A股简称,A股上市日期,城市
399,300403,地尔汉宇,江门市地尔汉宇电器股份有限公司,300403,地尔汉宇,2014年10月30日,广东江门市
400,300404,博济医药,广州博济医药生物技术股份有限公司,300404,博济医药,2015年4月24日,广东广州市
401,300405,科隆精化,辽宁科隆精细化工股份有限公司,300405,科隆精化,2014年10月30日,辽宁辽阳市
402,300406,九强生物,北京九强生物技术股份有限公司,300406,九强生物,2014年10月30日,北京市
403,300407,凯发电气,天津凯发电气股份有限公司,300407,凯发电气,2014年12月3日,天津市
404,300408,三环集团,潮州三环（集团）股份有限公司,300408,三环集团,2014年12月3日,广东潮州市
405,300409,道氏技术,广东道氏技术股份有限公司,300409,道氏技术,2014年12月3日,广东江门市
406,300410,正业科技,广东正业科技股份有限公司,300410,正业科技,2014年12月31日,广东东莞市
407,300411,金盾股份,浙江金盾风机股份有限公司,300411,金盾股份,2014年12月31日,浙江绍兴市
408,300412,迦南科技,浙江迦南科技股份有限公司,300412,迦南科技,2014年12月31日,浙江温州市
409,300413,快乐购,快乐购物股份有限公司,300413,快乐购,2015年1月21日,湖南长沙市
410,300414,中光防雷,四川中光防雷科技股份有限公司,300414,中光防雷,2015年5月13日,四川成都市
411,300415,伊之密,广东伊之密精密机械股份有限公司,300415,伊之密,2015年1月23日,广东佛山市
412,300416,苏试试验,苏州苏试试验仪器股份有限公司,300416,苏试试验,2015年1月22日,江苏苏州市
413,300417,南华仪器,佛山市南华仪器股份有限公司,300417,南华仪器,2015年1月23日,广东佛山市
414,300418,昆仑万维,北京昆仑万维科技股份有限公司,300418,昆仑万维,2015年1月21日,北京市
415,300419,浩丰科技,北京浩丰创源科技股份有限公司,300419,浩丰科技,2015年1月22日,北京市
416,300420,五洋科技,徐州五洋科技股份有限公司,300420,五洋科技,2015年2月17日,江苏徐州市
417,300421,力星股份,江苏力星通用钢球股份有限公司,300421,力星股份,2015年2月17日,江苏南通市
418,300422,博世科,广西博世科环保科技股份有限公司,300422,博世科,2015年2月17日,广西南宁市
419,300423,鲁亿通,山东鲁亿通智能电气股份有限公司,300423,鲁亿通,2015年2月17日,山东烟台市
420,300424,航新科技,广州航新航空科技股份有限公司,300424,航新科技,2015年4月22日,广东广州市
421,300425,环能科技,四川环能德美科技股份有限公司,300425,环能科技,2015年2月16日,四川成都市
422,300426,唐德影视,浙江唐德影视股份有限公司,300426,唐德影视,2015年2月17日,浙江金华市
423,300427,红相电力,厦门红相电力设备股份有限公司,300427,红相电力,2015年2月17日,福建厦门市
424,300428,四通新材,河北四通新型金属材料股份有限公司,300428,四通新材,2015年3月19日,河北保定市
425,300429,强力新材,常州强力电子新材料股份有限公司,300429,强力新材,2015年3月24日,江苏常州市
426,300430,诚益通,北京诚益通控制工程科技股份有限公司,300430,诚益通,2015年3月19日,北京市
427,300431,暴风科技,北京暴风科技股份有限公司,300431,暴风科技,2015年3月24日,北京市
428,300432,富临精工,绵阳富临精工机械股份有限公司,300432,富临精工,2015年3月19日,四川绵阳市
429,300433,蓝思科技,蓝思科技股份有限公司,300433,蓝思科技,2015年3月18日,湖南长沙市
430,300434,金石东方,四川金石东方新材料设备股份有限公司,300434,金石东方,2015年4月24日,四川成都市
431,300435,中泰股份,杭州中泰深冷技术股份有限公司,300435,中泰股份,2015年3月26日,浙江杭州市
432,300436,广生堂,福建广生堂药业股份有限公司,300436,广生堂,2015年4月22日,福建宁德市
433,300437,清水源,河南清水源科技股份有限公司,300437,清水源,2015年4月23日,河南济源市
434,300438,鹏辉能源,广州鹏辉能源科技股份有限公司,300438,鹏辉能源,2015年4月24日,广东广州市
435,300439,美康生物,宁波美康生物科技股份有限公司,300439,美康生物,2015年4月22日,浙江宁波市
436,300440,运达科技,成都运达科技股份有限公司,300440,运达科技,2015年4月23日,四川成都市
437,300441,鲍斯股份,宁波鲍斯能源装备股份有限公司,300441,鲍斯股份,2015年4月23日,浙江宁波市
438,300442,普丽盛,上海普丽盛包装股份有限公司,300442,普丽盛,2015年4月24日,上海市
439,300443,金雷风电,山东莱芜金雷风电科技股份有限公司,300443,金雷风电,2015年4月22日,山东莱芜市
440,300444,双杰电气,北京双杰电气股份有限公司,300444,双杰电气,2015年4月23日,北京市
441,300445,康斯特,北京康斯特仪表科技股份有限公司,300445,康斯特,2015年4月24日,北京市
442,300446,乐凯新材,保定乐凯新材料股份有限公司,300446,乐凯新材,2015年4月23日,河北保定市
443,300447,全信股份,南京全信传输科技股份有限公司,300447,全信股份,2015年4月22日,江苏南京市
444,300448,浩云科技,广州市浩云安防科技股份有限公司,300448,浩云科技,2015年4月24日,广东广州市
445,300449,汉邦高科,北京汉邦高科数字技术股份有限公司,300449,汉邦高科,2015年4月22日,北京市
446,300450,先导智能,无锡先导智能装备股份有限公司,300450,先导智能,2015年5月18日,江苏无锡市
447,300451,创业软件,创业软件股份有限公司,300451,创业软件,2015年5月14日,浙江杭州市
448,300452,山河药辅,安徽山河药用辅料股份有限公司,300452,山河药辅,2015年5月15日,安徽淮南市
