,公司代码,公司简称,公司全称
1622,000756,新华制药,山东新华制药股份有限公司
1623,000757,方向光电,四川方向光电股份有限公司
1624,000758,中色股份,中国有色金属建设股份有限公司
1625,000759,武汉中百,武汉中百集团股份有限公司
1626,000760,博盈投资,湖北博盈投资股份有限公司
1627,000761,本钢板材,本钢板材股份有限公司
1628,000762,西藏矿业,西藏矿业发展股份有限公司
1629,000766,通化金马,通化金马药业集团股份有限公司
1630,000767,漳泽电力,山西漳泽电力股份有限公司
1631,000768,西飞国际,西安飞机国际航空制造股份有限公司
1632,000770,武锅,武汉锅炉股份有限公司
1633,000771,杭汽轮,杭州汽轮机股份有限公司
1634,000776,延边公路,延边公路建设股份有限公司
1635,000777,中核科技,中核苏阀科技实业股份有限公司
1636,000778,新兴铸管,新兴铸管股份有限公司
1637,000779,三毛派神,兰州三毛实业股份有限公司
1638,000780,平庄能源,内蒙古平庄能源股份有限公司
1639,000782,美达股份,广东新会美达锦纶股份有限公司
1640,000783,长江证券,长江证券股份有限公司
1641,000785,武汉中商,武汉中商集团股份有限公司
1642,000786,北新建材,北新集团建材股份有限公司
1643,000787,创智科技,创智信息科技股份有限公司
1644,000788,西南合成,西南合成制药股份有限公司
1645,000789,江西水泥,江西万年青水泥股份有限公司
1646,000790,华神集团,成都华神集团股份有限公司
1647,000791,西北化工,西北永新化工股份有限公司
1648,000792,盐湖钾肥,青海盐湖钾肥股份有限公司
1649,000793,华闻传媒,华闻传媒投资股份有限公司
1650,000795,太原刚玉,太原双塔刚玉股份有限公司
1651,000796,宝商集团,宝鸡商场(集团)股份有限公司
1652,000797,中国武夷,中国武夷实业股份有限公司
1653,000798,中水渔业,中水集团远洋股份有限公司
1654,000799,湘酒鬼,酒鬼酒股份有限公司
1655,000800,一汽轿车,一汽轿车股份有限公司
1656,000801,四川九州,四川九州电子科技股份有限公司
1657,000802,北京文化,北京京西文化旅游股份有限公司
1658,000803,金宇车城,四川金宇汽车城（集团）股份有限公司
1659,000805,炎黄物流,江苏炎黄在线物流股份有限公司
1660,000806,银河科技,北海银河高科技产业股份有限公司
1661,000807,云铝股份,云南铝业股份有限公司
1662,000809,中汇医药,四川中汇医药（集团）股份有限公司
1663,000810,创维数字,创维数字技术股份有限公司
1664,000811,烟台冰轮,烟台冰轮股份有限公司
1665,000812,陕西金叶,陕西金叶科教集团股份有限公司
1666,000813,天山纺织,新疆天山毛纺织股份有限公司
1667,000815,美利纸业,中冶美利纸业股份有限公司
1668,000816,江淮动力,江苏江淮动力股份有限公司
1669,000818,锦化氯碱,锦化化工集团氯碱股份有限公司
1670,000819,岳阳兴长,岳阳兴长石化股份有限公司
1671,000820,金城股份,金城造纸股份有限公司
1672,000821,京山轻机,湖北京山轻工机械股份有限公司
1673,000822,山东海化,山东海化股份有限公司
1674,000823,超声电子,广东汕头超声电子股份有限公司
1675,000825,太钢不锈,山西太钢不锈钢股份有限公司
1676,000826,合加资源,合加资源发展股份有限公司
1677,000828,东莞控股,东莞发展控股股份有限公司
1678,000829,天音控股,天音通信控股股份有限公司
1679,000830,鲁西化工,山东鲁西化工股份有限公司
1680,000831,关铝股份,山西关铝股份有限公司
1681,000833,贵糖股份,广西贵糖(集团)股份有限公司
1682,000835,四川圣达,四川圣达实业股份有限公司
1683,000836,鑫茂科技,天津鑫茂科技股份有限公司
1684,000837,秦川发展,陕西秦川机械发展股份有限公司
1685,000838,国兴地产,国兴融达地产股份有限公司
1686,000839,中信国安,中信国安信息产业股份有限公司
1687,000848,承德露露,河北承德露露股份有限公司
1688,000850,华茂股份,安徽华茂纺织股份有限公司
1689,000851,高鸿股份,大唐高鸿数据网络技术股份有限公司
1690,000852,江钻股份,江汉石油钻头股份有限公司
1691,000856,唐山陶瓷,唐山陶瓷股份有限公司
1692,000858,五粮液,宜宾五粮液股份有限公司
1693,000859,国风塑业,安徽国风塑业股份有限公司
1694,000860,顺鑫农业,北京顺鑫农业股份有限公司
1695,000861,海印股份,广东海印永业（集团）股份有限公司
1696,000862,银星能源,宁夏银星能源股份有限公司
1697,000863,和光商务,深圳和光现代商务股份有限公司
1698,000868,安凯客车,安徽安凯汽车股份有限公司
1699,000869,张裕,烟台张裕葡萄酿酒股份有限公司
1700,000875,吉电股份,吉林电力股份有限公司
1701,000876,新希望,四川新希望农业股份有限公司
1702,000877,天山股份,新疆天山水泥股份有限公司
1703,000878,云南铜业,云南铜业股份有限公司
1704,000880,山东巨力,山东巨力股份有限公司
1705,000881,大连国际,中国大连国际合作（集团）股份有限公司
1706,000882,华联股份,北京华联商厦股份有限公司
1707,000883,三环股份,湖北三环股份有限公司
1708,000885,同力水泥,河南同力水泥股份有限公司
1709,000886,海南高速,海南高速公路股份有限公司
1710,000887,中鼎股份,安徽中鼎密封件股份有限公司
1711,000888,峨眉山,峨眉山旅游股份有限公司
1712,000889,渤海物流,秦皇岛渤海物流控股股份有限公司
1713,000890,法尔胜,江苏法尔胜股份有限公司
1714,000892,星美联合,星美联合股份有限公司
1715,000893,广州冷机,广州冷机股份有限公司
1716,000895,双汇发展,河南双汇投资发展股份有限公司
1717,000897,津滨发展,天津津滨发展股份有限公司
1718,000898,鞍钢股份,鞍钢股份有限公司
1719,000899,赣能股份,江西赣能股份有限公司
1720,000900,现代投资,现代投资股份有限公司
1721,000901,航天科技,航天科技控股集团股份有限公司
1722,000902,中国服装,中国服装股份有限公司
1723,000903,云内动力,昆明云内动力股份有限公司
1724,000905,厦门港务,厦门港务发展股份有限公司
1725,000906,南方建材,南方建材股份有限公司
1726,000908,天一科技,湖南天一科技股份有限公司
1727,000909,数源科技,数源科技股份有限公司
1728,000910,大亚科技,大亚科技股份有限公司
1729,000911,南宁糖业,南宁糖业股份有限公司
1730,000912,泸天化,四川泸天化股份有限公司
1731,000913,钱江摩托,浙江钱江摩托股份有限公司
1732,000915,山大华特,山东山大华特科技股份有限公司
1733,000916,华北高速,华北高速公路股份有限公司
1734,000917,电广传媒,湖南电广传媒股份有限公司
1735,000918,亚华控股,湖南亚华控股集团股份有限公司
1736,000919,金陵药业,金陵药业股份有限公司
1737,000920,南方汇通,南方汇通股份有限公司
1738,000921,科龙电器,海信科龙电器股份有限公司
1739,000922,阿继电器,阿城继电器股份有限公司
1740,000923,河北宣工,河北宣化工程机械股份有限公司
1741,000925,浙江海纳,浙江海纳科技股份有限公司
1742,000926,福星股份,湖北福星科技股份有限公司
1743,000927,一汽夏利,天津一汽夏利汽车股份有限公司
1744,000928,吉林炭素,中钢集团吉林炭素股份有限公司
1745,000929,兰州黄河,兰州黄河企业股份有限公司
1746,000930,丰原生化,安徽丰原生物化学股份有限公司
1747,000931,中关村,北京中关村科技发展（控股）股份有限公司
1748,000932,华菱管线,湖南华菱管线股份有限公司
1749,000933,神火股份,河南神火煤电股份有限公司
1750,000935,四川双马,四川双马水泥股份有限公司
1751,000936,华西村,江苏华西村股份有限公司
1752,000937,冀中能源,河北冀中能源股份有限公司
1753,000938,紫光股份,紫光股份有限公司
1754,000939,凯迪电力,武汉凯迪电力股份有限公司
1755,000948,南天信息,云南南天电子信息产业股份有限公司
1756,000949,新乡化纤,新乡化纤股份有限公司
1757,000950,建峰化工,重庆建峰化工股份有限公司
1758,000951,中国重汽,中国重汽集团济南卡车股份有限公司
1759,000952,广济药业,湖北广济药业股份有限公司
1760,000953,河池化工,广西河池化工股份有限公司
1761,000955,欣龙控股,欣龙控股（集团）股份有限公司
1762,000957,中通客车,中通客车控股股份有限公司
1763,000958,东方热电,石家庄东方热电股份有限公司
1764,000959,首钢股份,北京首钢股份有限公司
1765,000960,锡业股份,云南锡业股份有限公司
1766,000961,大连金牛,大连金牛股份有限公司
1767,000962,东方钽业,宁夏东方钽业股份有限公司
1768,000963,华东医药,华东医药股份有限公司
1769,000965,天保基建,天津天保基建股份有限公司
1770,000966,长源电力,国电长源电力股份有限公司
1771,000967,上风高科,浙江上风实业股份有限公司
1772,000968,煤气化,太原煤气化股份有限公司
1773,000969,安泰科技,安泰科技股份有限公司
1774,000970,中科三环,北京中科三环高技术股份有限公司
1775,000971,湖北迈亚,湖北迈亚股份有限公司
1776,000972,新中基,新疆中基实业股份有限公司
1777,000973,佛塑股份,佛山塑料集团股份有限公司
1778,000975,科学城,南方科学城发展股份有限公司
1779,000976,春晖股份,广东开平春晖股份有限公司
1780,000977,浪潮信息,浪潮电子信息产业股份有限公司
1781,000978,桂林旅游,桂林旅游股份有限公司
1782,000979,科苑集团,安徽省科苑(集团)股份有限公司
1783,000980,众泰汽车,众泰汽车股份有限公司
1784,000981,兰光科技,甘肃兰光科技股份有限公司
1785,000982,中银绒业,宁夏中银绒业股份有限公司
1786,000983,西山煤电,山西西山煤电股份有限公司
1787,000985,大庆华科,大庆华科股份有限公司
1788,000986,粤华包,佛山华新包装股份有限公司
1789,000987,广州友谊,广州友谊集团股份有限公司
1790,000988,华工科技,华工科技产业股份有限公司
1791,000989,九芝堂,九芝堂股份有限公司
1792,000990,诚志股份,诚志股份有限公司
1793,000992,中鲁股份,山东省中鲁远洋渔业股份有限公司
1794,000993,闽东电力,福建闽东电力股份有限公司
1795,000995,皇台酒业,甘肃皇台酒业股份有限公司
1796,000996,中国中期,中国中期投资股份有限公司
1797,000997,新大陆,福建新大陆电脑股份有限公司
1798,000998,隆平高科,袁隆平农业高科技股份有限公司
1799,000999,华润三九,华润三九医药股份有限公司
1800,001696,宗申动力,重庆宗申动力机械股份有限公司
1801,001896,豫能控股,河南豫能控股股份有限公司
1802,001979,招商蛇口,招商局蛇口工业区控股股份有限公司
1803,002001,新和成,浙江新和成股份有限公司
1804,002002,鸿达兴业,鸿达兴业股份有限公司
1805,002003,伟星股份,浙江伟星实业发展股份有限公司
1806,002004,华邦健康,华邦生命健康股份有限公司
1807,002005,德豪润达,广东德豪润达电气股份有限公司
1808,002006,精功科技,浙江精功科技股份有限公司
1809,002007,华兰生物,华兰生物工程股份有限公司
1810,002008,大族激光,大族激光科技产业集团股份有限公司
1811,002009,天奇股份,天奇自动化工程股份有限公司
1812,002010,传化股份,浙江传化股份有限公司
1813,002011,盾安环境,浙江盾安人工环境股份有限公司
1814,002012,凯恩股份,浙江凯恩特种材料股份有限公司
1815,002013,中航机电,中航工业机电系统股份有限公司
1816,002014,永新股份,黄山永新股份有限公司
1817,002015,霞客环保,江苏霞客环保色纺股份有限公司
1818,002016,世荣兆业,广东世荣兆业股份有限公司
1819,002017,东信和平,东信和平科技股份有限公司
1820,002018,华信国际,安徽华信国际控股股份有限公司
1821,002019,亿帆鑫富,亿帆鑫富药业股份有限公司
1822,002020,京新药业,浙江京新药业股份有限公司
1823,002021,中捷资源,中捷资源投资股份有限公司
1824,002022,科华生物,上海科华生物工程股份有限公司
1825,002023,海特高新,四川海特高新技术股份有限公司
1826,002024,苏宁云商,苏宁云商集团股份有限公司
1827,002025,航天电器,贵州航天电器股份有限公司
1828,002026,山东威达,山东威达机械股份有限公司
1829,002027,七喜控股,七喜控股股份有限公司
1830,002028,思源电气,思源电气股份有限公司
1831,002029,七匹狼,福建七匹狼实业股份有限公司
1832,002030,达安基因,中山大学达安基因股份有限公司
1833,002031,巨轮智能,巨轮智能装备股份有限公司
1834,002032,苏泊尔,浙江苏泊尔股份有限公司
1835,002033,丽江旅游,丽江玉龙旅游股份有限公司
1836,002034,美欣达,浙江美欣达印染集团股份有限公司
1837,002035,华帝股份,华帝股份有限公司
1838,002036,联创电子,联创电子科技股份有限公司
1839,002037,久联发展,贵州久联民爆器材发展股份有限公司
1840,002038,双鹭药业,北京双鹭药业股份有限公司
1841,002039,黔源电力,贵州黔源电力股份有限公司
1842,002040,南京港,南京港股份有限公司
1843,002041,登海种业,山东登海种业股份有限公司
1844,002042,华孚色纺,华孚色纺股份有限公司
1845,002043,兔宝宝,德华兔宝宝装饰新材股份有限公司
1846,002044,美年健康,美年大健康产业控股股份有限公司
1847,002045,国光电器,国光电器股份有限公司
1848,002046,轴研科技,洛阳轴研科技股份有限公司
1849,002047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司
1850,002048,宁波华翔,宁波华翔电子股份有限公司
1851,002049,紫光国芯,紫光国芯股份有限公司
1852,002050,三花股份,浙江三花股份有限公司
1853,002051,中工国际,中工国际工程股份有限公司
1854,002052,同洲电子,深圳市同洲电子股份有限公司
1855,002053,云南盐化,云南盐化股份有限公司
1856,002054,德美化工,广东德美精细化工股份有限公司
1857,002055,得润电子,深圳市得润电子股份有限公司
1858,002056,横店东磁,横店集团东磁股份有限公司
1859,002057,中钢天源,中钢集团安徽天源科技股份有限公司
1860,002058,威尔泰,上海威尔泰工业自动化股份有限公司
1861,002059,云南旅游,云南旅游股份有限公司
1862,002060,粤水电,广东水电二局股份有限公司
1863,002061,*ST江化,浙江江山化工股份有限公司
1864,002062,宏润建设,宏润建设集团股份有限公司
1865,002063,远光软件,远光软件股份有限公司
1866,002064,华峰氨纶,浙江华峰氨纶股份有限公司
1867,002065,东华软件,东华软件股份公司
1868,002066,瑞泰科技,瑞泰科技股份有限公司
1869,002067,景兴纸业,浙江景兴纸业股份有限公司
1870,002068,黑猫股份,江西黑猫炭黑股份有限公司
1871,002069,獐子岛,獐子岛集团股份有限公司
1872,002070,众和股份,福建众和股份有限公司
1873,002071,长城影视,长城影视股份有限公司
1874,002072,凯瑞德,凯瑞德控股股份有限公司
1875,002073,软控股份,软控股份有限公司
1876,002074,国轩高科,国轩高科股份有限公司
1877,002075,沙钢股份,江苏沙钢股份有限公司
1878,002076,雪莱特,广东雪莱特光电科技股份有限公司
1879,002077,大港股份,江苏大港股份有限公司
1880,002078,太阳纸业,山东太阳纸业股份有限公司
1881,002079,苏州固锝,苏州固锝电子股份有限公司
1882,002080,中材科技,中材科技股份有限公司
1883,002081,金螳螂,苏州金螳螂建筑装饰股份有限公司
1884,002082,栋梁新材,浙江栋梁新材股份有限公司
1885,002083,孚日股份,孚日集团股份有限公司
1886,002084,海鸥卫浴,广州海鸥卫浴用品股份有限公司
1887,002085,万丰奥威,浙江万丰奥威汽轮股份有限公司
1888,002086,东方海洋,山东东方海洋科技股份有限公司
1889,002087,新野纺织,河南新野纺织股份有限公司
1890,002088,鲁阳节能,山东鲁阳节能材料股份有限公司
1891,002089,新海宜,苏州新海宜通信科技股份有限公司
1892,002090,金智科技,江苏金智科技股份有限公司
1893,002091,江苏国泰,江苏国泰国际集团国贸股份有限公司
1894,002092,中泰化学,新疆中泰化学股份有限公司
1895,002093,国脉科技,国脉科技股份有限公司
1896,002094,青岛金王,青岛金王应用化学股份有限公司
1897,002095,生意宝,浙江网盛生意宝股份有限公司
1898,002096,南岭民爆,湖南南岭民用爆破器材股份有限公司
1899,002097,山河智能,山河智能装备股份有限公司
1900,002098,浔兴股份,福建浔兴拉链科技股份有限公司
1901,002099,海翔药业,浙江海翔药业股份有限公司
1902,002100,天康生物,新疆天康畜牧生物技术股份有限公司
1903,002101,广东鸿图,广东鸿图科技股份有限公司
1904,002102,冠福股份,福建冠福现代家用股份有限公司
1905,002103,广博股份,广博集团股份有限公司
1906,002104,恒宝股份,恒宝股份有限公司
1907,002105,信隆实业,深圳信隆实业股份有限公司
1908,002106,莱宝高科,深圳莱宝高科技股份有限公司
1909,002107,沃华医药,山东沃华医药科技股份有限公司
1910,002108,沧州明珠,沧州明珠塑料股份有限公司
1911,002109,*ST兴化,陕西兴化化学股份有限公司
1912,002110,三钢闽光,福建三钢闽光股份有限公司
1913,002111,威海广泰,威海广泰空港设备股份有限公司
1914,002112,三变科技,三变科技股份有限公司
1915,002113,天润控股,湖南天润实业控股股份有限公司
1916,002114,罗平锌电,云南罗平锌电股份有限公司
1917,002115,三维通信,三维通信股份有限公司
1918,002116,中国海诚,中国海诚工程科技股份有限公司
1919,002117,东港股份,东港股份有限公司
1920,002118,紫鑫药业,吉林紫鑫药业股份有限公司
1921,002119,康强电子,宁波康强电子股份有限公司
1922,002120,新海股份,宁波新海电气股份有限公司
1923,002121,科陆电子,深圳市科陆电子科技股份有限公司
1924,002122,天马股份,天马轴承集团股份有限公司
1925,002123,荣信股份,荣信电力电子股份有限公司
1926,002124,天邦股份,宁波天邦股份有限公司
1927,002125,湘潭电化,湘潭电化科技股份有限公司
1928,002126,银轮股份,浙江银轮机械股份有限公司
1929,002127,新民科技,江苏新民纺织科技股份有限公司
1930,002128,露天煤业,内蒙古霍林河露天煤业股份有限公司
1931,002129,中环股份,天津中环半导体股份有限公司
1932,002130,沃尔核材,深圳市沃尔核材股份有限公司
1933,002131,利欧股份,利欧集团股份有限公司
1934,002132,恒星科技,河南恒星科技股份有限公司
1935,002133,广宇集团,广宇集团股份有限公司
1936,002134,天津普林,天津普林电路股份有限公司
1937,002135,东南网架,浙江东南网架股份有限公司
1938,002136,安纳达,安徽安纳达钛业股份有限公司
1939,002137,麦达数字,深圳市麦达数字股份有限公司
1940,002138,顺络电子,深圳顺络电子股份有限公司
1941,002139,拓邦股份,深圳拓邦股份有限公司
1942,002140,东华科技,东华工程科技股份有限公司
1943,002141,蓉胜超微,广东蓉胜超微线材股份有限公司
1944,002142,宁波银行,宁波银行股份有限公司
1945,002143,印纪传媒,印纪娱乐传媒股份有限公司
1946,002144,宏达高科,宏达高科控股股份有限公司
1947,002145,中核钛白,中核华原钛白股份有限公司
1948,002146,荣盛发展,荣盛房地产发展股份有限公司
1949,002147,方圆支承,马鞍山方圆回转支承股份有限公司
1950,002148,北纬通信,北京北纬通信科技股份有限公司
1951,002149,西部材料,西部金属材料股份有限公司
1952,002150,通润装备,江苏通润装备科技股份有限公司
1953,002151,北斗星通,北京北斗星通导航技术股份有限公司
1954,002152,广电运通,广州广电运通金融电子股份有限公司
1955,002153,石基信息,北京中长石基信息技术股份有限公司
1956,002154,报喜鸟,浙江报喜鸟服饰股份有限公司
1957,002155,湖南黄金,湖南黄金股份有限公司
1958,002156,通富微电,南通富士通微电子股份有限公司
1959,002157,正邦科技,江西正邦科技股份有限公司
1960,002158,汉钟精机,上海汉钟精机股份有限公司
1961,002159,三特索道,武汉三特索道集团股份有限公司
1962,002160,常铝股份,江苏常铝铝业股份有限公司
1963,002161,远望谷,深圳市远望谷信息技术股份有限公司
1964,002162,悦心健康,上海悦心健康集团股份有限公司
1965,002163,中航三鑫,中航三鑫股份有限公司
1966,002164,宁波东力,宁波东力股份有限公司
1967,002165,红宝丽,红宝丽集团股份有限公司
1968,002166,莱茵生物,桂林莱茵生物科技股份有限公司
1969,002167,东方锆业,广东东方锆业科技股份有限公司
1970,002168,深圳惠程,深圳市惠程电气股份有限公司
1971,002169,智光电气,广州智光电气股份有限公司
1972,002170,芭田股份,深圳市芭田生态工程股份有限公司
1973,002171,楚江新材,安徽楚江科技新材料股份有限公司
1974,002172,澳洋科技,江苏澳洋科技股份有限公司
1975,002173,千足珍珠,千足珍珠集团股份有限公司
1976,002174,游族网络,游族网络股份有限公司
1977,002175,东方网络,东方时代网络传媒股份有限公司
1978,002176,江特电机,江西特种电机股份有限公司
1979,002177,御银股份,广州御银科技股份有限公司
1980,002178,延华智能,上海延华智能科技(集团)股份有限公司
1981,002179,中航光电,中航光电科技股份有限公司
1982,002180,艾派克,珠海艾派克科技股份有限公司
1983,002181,粤传媒,广东广州日报传媒股份有限公司
1984,002182,云海金属,南京云海特种金属股份有限公司
1985,002183,怡亚通,深圳市怡亚通供应链股份有限公司
1986,002184,海得控制,上海海得控制系统股份有限公司
1987,002185,华天科技,天水华天科技股份有限公司
1988,002186,全聚德,中国全聚德(集团)股份有限公司
1989,002187,广百股份,广州市广百股份有限公司
1990,002188,巴士在线,巴士在线股份有限公司
1991,002189,利达光电,利达光电股份有限公司
1992,002190,成飞集成,四川成飞集成科技股份有限公司
1993,002191,劲嘉股份,深圳劲嘉彩印集团股份有限公司
1994,002192,融捷股份,融捷股份有限公司
1995,002193,山东如意,山东济宁如意毛纺织股份有限公司
1996,002194,武汉凡谷,武汉凡谷电子技术股份有限公司
1997,002195,二三四五,上海二三四五网络控股集团股份有限公司
1998,002196,方正电机,浙江方正电机股份有限公司
1999,002197,证通电子,深圳市证通电子股份有限公司
2000,002198,嘉应制药,广东嘉应制药股份有限公司
2001,002199,东晶电子,浙江东晶电子股份有限公司
2002,002200,云投生态,云南云投生态环境科技股份有限公司
2003,002201,九鼎新材,江苏九鼎新材料股份有限公司
2004,002202,金风科技,新疆金风科技股份有限公司
2005,002203,海亮股份,浙江海亮股份有限公司
2006,002204,大连重工,大连华锐重工集团股份有限公司
2007,002205,国统股份,新疆国统管道股份有限公司
2008,002206,海利得,浙江海利得新材料股份有限公司
2009,002207,准油股份,新疆准东石油技术股份有限公司
2010,002208,合肥城建,合肥城建发展股份有限公司
2011,002209,达意隆,广州达意隆包装机械股份有限公司
2012,002210,飞马国际,深圳市飞马国际供应链股份有限公司
2013,002211,宏达新材,江苏宏达新材料股份有限公司
2014,002212,南洋股份,广东南洋电缆集团股份有限公司
2015,002213,特尔佳,深圳市特尔佳科技股份有限公司
2016,002214,大立科技,浙江大立科技股份有限公司
2017,002215,诺普信,深圳诺普信农化股份有限公司
2018,002216,三全食品,三全食品股份有限公司
2019,002217,合力泰,合力泰科技股份有限公司
2020,002218,拓日新能,深圳市拓日新能源科技股份有限公司
2021,002219,恒康医疗,恒康医疗集团股份有限公司
2022,002220,天宝股份,大连天宝绿色食品股份有限公司
2023,002221,东华能源,东华能源股份有限公司
2024,002222,福晶科技,福建福晶科技股份有限公司
2025,002223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司
2026,002224,三力士,三力士股份有限公司
2027,002225,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司
2028,002226,江南化工,安徽江南化工股份有限公司
2029,002227,奥特迅,深圳奥特迅电力设备股份有限公司
2030,002228,合兴包装,厦门合兴包装印刷股份有限公司
2031,002229,鸿博股份,鸿博股份有限公司
2032,002230,科大讯飞,科大讯飞股份有限公司
2033,002231,奥维通信,奥维通信股份有限公司
2034,002232,启明信息,启明信息技术股份有限公司
2035,002233,塔牌集团,广东塔牌集团股份有限公司
2036,002234,民和股份,山东民和牧业股份有限公司
2037,002235,安妮股份,厦门安妮股份有限公司
2038,002236,大华股份,浙江大华技术股份有限公司
2039,002237,恒邦股份,山东恒邦冶炼股份有限公司
2040,002238,天威视讯,深圳市天威视讯股份有限公司
2041,002239,奥特佳,奥特佳新能源科技股份有限公司
2042,002240,威华股份,广东威华股份有限公司
2043,002241,歌尔声学,歌尔声学股份有限公司
2044,002242,九阳股份,九阳股份有限公司
2045,002243,通产丽星,深圳市通产丽星股份有限公司
2046,002244,滨江集团,杭州滨江房产集团股份有限公司
2047,002245,澳洋顺昌,江苏澳洋顺昌股份有限公司
2048,002246,北化股份,四川北方硝化棉股份有限公司
2049,002247,帝龙新材,浙江帝龙新材料股份有限公司
2050,002248,华东数控,威海华东数控股份有限公司
2051,002249,大洋电机,中山大洋电机股份有限公司
2052,002250,联化科技,联化科技股份有限公司
2053,002251,步步高,步步高商业连锁股份有限公司
2054,002252,上海莱士,上海莱士血液制品股份有限公司
2055,002253,川大智胜,四川川大智胜软件股份有限公司
2056,002254,泰和新材,烟台泰和新材料股份有限公司
2057,002255,海陆重工,苏州海陆重工股份有限公司
2058,002256,彩虹精化,深圳市彩虹精细化工股份有限公司
2059,002258,利尔化学,利尔化学股份有限公司
2060,002259,升达林业,四川升达林业产业股份有限公司
2061,002260,德奥通航,德奥通用航空股份有限公司
2062,002261,拓维信息,拓维信息系统股份有限公司
2063,002262,恩华药业,江苏恩华药业股份有限公司
2064,002263,大东南,浙江大东南股份有限公司
2065,002264,新华都,新华都购物广场股份有限公司
2066,002265,西仪股份,云南西仪工业股份有限公司
2067,002266,浙富控股,浙富控股集团股份有限公司
2068,002267,陕天然气,陕西省天然气股份有限公司
2069,002268,卫士通,成都卫士通信息产业股份有限公司
2070,002269,美邦服饰,上海美特斯邦威服饰股份有限公司
2071,002270,法因数控,山东法因数控机械股份有限公司
2072,002271,东方雨虹,北京东方雨虹防水技术股份有限公司
2073,002272,川润股份,四川川润股份有限公司
2074,002273,水晶光电,浙江水晶光电科技股份有限公司
2075,002274,华昌化工,江苏华昌化工股份有限公司
2076,002275,桂林三金,桂林三金药业股份有限公司
2077,002276,万马股份,浙江万马股份有限公司
2078,002277,友阿股份,湖南友谊阿波罗商业股份有限公司
2079,002278,神开股份,上海神开石油化工装备股份有限公司
2080,002279,久其软件,北京久其软件股份有限公司
2081,002280,联络互动,杭州联络互动信息科技股份有限公司
2082,002281,光迅科技,武汉光迅科技股份有限公司
2083,002282,博深工具,博深工具股份有限公司
2084,002283,天润曲轴,天润曲轴股份有限公司
2085,002284,亚太股份,浙江亚太机电股份有限公司
2086,002285,世联行,深圳世联行地产顾问股份有限公司
2087,002286,保龄宝,保龄宝生物股份有限公司
2088,002287,奇正藏药,西藏奇正藏药股份有限公司
2089,002288,超华科技,广东超华科技股份有限公司
2090,002289,宇顺电子,深圳市宇顺电子股份有限公司
2091,002290,禾盛新材,苏州禾盛新型材料股份有限公司
2092,002291,002291,佛山星期六鞋业股份有限公司
2093,002292,奥飞动漫,广东奥飞动漫文化股份有限公司
2094,002293,罗莱生活,罗莱生活科技股份有限公司
2095,002294,信立泰,深圳信立泰药业股份有限公司
2096,002295,精艺股份,广东精艺金属股份有限公司
2097,002296,辉煌科技,河南辉煌科技股份有限公司
2098,002297,博云新材,湖南博云新材料股份有限公司
2099,002298,中电鑫龙,安徽中电兴发与鑫龙科技股份有限公司
2100,002299,圣农发展,福建圣农发展股份有限公司
2101,002300,太阳电缆,福建南平太阳电缆股份有限公司
2102,002301,齐心集团,深圳齐心集团股份有限公司
2103,002302,西部建设,中建西部建设股份有限公司
2104,002303,美盈森,美盈森集团股份有限公司
2105,002304,洋河股份,江苏洋河酒厂股份有限公司
2106,002305,南国置业,武汉南国置业股份有限公司
2107,002306,*ST云网,中科云网科技集团股份有限公司
2108,002307,北新路桥,新疆北新路桥集团股份有限公司
2109,002308,威创股份,广东威创视讯科技股份有限公司
2110,002309,中利科技,中利科技集团股份有限公司
2111,002310,东方园林,北京东方园林生态股份有限公司
2112,002311,海大集团,广东海大集团股份有限公司
2113,002312,三泰控股,成都三泰控股集团股份有限公司
2114,002313,日海通讯,深圳日海通讯技术股份有限公司
2115,002314,南山控股,深圳市新南山控股（集团）股份有限公司
2116,002315,焦点科技,焦点科技股份有限公司
2117,002316,键桥通讯,深圳键桥通讯技术股份有限公司
2118,002317,众生药业,广东众生药业股份有限公司
2119,002318,久立特材,浙江久立特材科技股份有限公司
2120,002319,乐通股份,珠海市乐通化工股份有限公司
2121,002320,海峡股份,海南海峡航运股份有限公司
2122,002321,华英农业,河南华英农业发展股份有限公司
2123,002322,理工监测,宁波理工监测科技股份有限公司
2124,002323,雅百特,江苏雅百特科技股份有限公司
2125,002324,普利特,上海普利特复合材料股份有限公司
2126,002325,洪涛股份,深圳市洪涛装饰股份有限公司
2127,002326,永太科技,浙江永太科技股份有限公司
2128,002327,富安娜,深圳市富安娜家居用品股份有限公司
2129,002328,新朋股份,上海新朋实业股份有限公司
2130,002329,皇氏集团,皇氏集团股份有限公司
2131,002330,得利斯,山东得利斯食品股份有限公司
2132,002331,皖通科技,安徽皖通科技股份有限公司
2133,002332,仙琚制药,浙江仙琚制药股份有限公司
2134,002333,罗普斯金,苏州罗普斯金铝业股份有限公司
2135,002334,英威腾,深圳市英威腾电气股份有限公司
2136,002335,科华恒盛,厦门科华恒盛股份有限公司
2137,002336,人人乐,人人乐连锁商业集团股份有限公司
2138,002337,赛象科技,天津赛象科技股份有限公司
2139,002338,奥普光电,长春奥普光电技术股份有限公司
2140,002339,积成电子,积成电子股份有限公司
2141,002340,格林美,格林美股份有限公司
2142,002341,新纶科技,深圳市新纶科技股份有限公司
